airport23,30,1.315789,8.272231,0.669189,4,1
airport1,30,0.421053,8.457886,0.733613,4,1
airport25,30,4.428571,8.521366,1.161131,4,1
airport17,30,1.157895,9.739599,1.056821,4,1
airport16,30,1.997494,11.591538,4.429259,4,2
airport19,30,1001.736842,9.272145,0.676032,4,1
airport27,30,1001.473684,10.885612,0.770575,4,1
airport18,30,1.684211,10.676692,0.828389,4,1
airport24,30,8001.842105,12.057831,0.639753,4,1
airport11,30,1.681704,10.928835,1.106873,4,1
airport13,30,1001.578947,10.247711,0.527048,4,1
airport20,30,2.776942,14.039301,1.105267,4,1
airport0,30,1002.418546,13.631676,1.015682,4,1
airport26,30,1001.947368,13.531433,4.943002,4,2
airport22,30,1001.210526,11.799353,0.925750,4,1
airport10,30,3.431078,12.355410,0.762007,4,1
airport15,30,1000.052632,12.550430,0.838470,4,1
airport21,30,2.052632,15.511260,1.171096,4,1
airport12,30,2001.105263,18.302736,1.552151,4,1
airport14,30,1.095238,16.387469,0.936131,4,1
airport41,30,1.681704,5.429178,0.578594,4,1
airport30,30,1001.473684,10.125700,0.682453,4,1
airport28,30,1.105263,13.333581,1.048825,4,1
airport2,30,1001.473684,11.365188,0.804817,4,1
airport31,30,1.681704,9.682439,0.686547,4,1
airport32,30,1001.105263,10.289668,0.701614,4,1
airport29,30,1001.473684,11.992884,0.860522,4,1
airport38,30,1.105263,9.380475,0.728658,4,1
airport42,30,1001.631579,9.103975,0.515019,4,1
airport37,30,0.333333,11.528734,0.981309,4,1
airport36,30,1.105263,10.475477,1.121266,4,1
airport3,30,1001.526316,12.243773,0.719414,4,1
airport40,30,1.315789,9.892852,0.724456,4,1
airport33,30,2001.105263,13.729268,1.661002,4,1
airport34,30,1.892231,14.191436,6.141828,4,2
airport35,30,1.491228,15.069055,0.913824,4,1
airport39,30,1.421053,13.608933,0.659762,4,1
airport43,30,1001.315789,9.102468,0.518275,4,1
airport44,30,1001.210526,7.743597,0.691322,4,1
airport45,30,1.200501,12.212817,0.919614,4,1
airport52,30,1.842105,8.089500,0.678848,4,1
airport51,30,1.789474,10.530993,0.687568,4,1
airport49,30,1.315789,11.405906,0.714107,4,1
airport4,30,1001.210526,9.686706,0.727453,4,1
airport55,30,4001.105263,8.172908,0.694245,4,1
airport47,30,1.842105,15.168435,5.881906,4,2
airport46,30,1.105263,17.185208,7.642943,4,2
airport48,30,2.210526,13.911970,1.076369,4,1
airport54,30,2001.105263,10.961751,0.889541,4,1
airport53,30,1.095238,10.965499,0.525276,4,1
airport50,30,1.105263,14.432798,1.087661,4,1
airport58,30,2001.105263,9.448730,0.941150,4,1
airport61,30,1001.157895,9.798003,0.792905,4,1
airport57,30,1002.052632,12.308822,0.650979,4,1
airport5,30,1.681704,9.365560,0.759261,4,1
airport59,30,1001.681704,11.701846,4.770060,4,2
airport56,30,1001.105263,11.281414,0.866218,4,1
airport62,30,1001.473684,10.179697,0.864526,4,1
airport63,30,1001.681704,7.898690,0.771694,4,1
airport60,30,1.105263,13.482908,0.746353,4,1
airport64,30,1001.681704,10.251140,4.415603,4,2
airport66,30,1002.105263,10.480671,0.707020,4,1
airport67,30,1002.892231,13.237441,5.051130,4,2
airport68,30,1001.421053,10.439689,0.771637,4,1
airport69,30,3.260652,10.006781,1.096448,4,1
airport71,30,2.007519,8.482058,8.456763,4,4
airport72,30,1.421053,8.591724,0.762359,4,1
airport65,30,1001.105263,15.307640,1.205654,4,1
airport75,30,1001.157895,7.586442,0.803416,4,1
airport73,30,0.761905,12.156037,0.686515,4,1
airport7,30,1001.105263,10.914421,1.061912,4,1
airport76,30,1001.681704,11.363607,0.746171,4,1
airport74,30,1002.293233,14.858145,10.733848,4,3
airport80,30,1.734336,9.059862,0.682756,4,1
airport77,30,3.260652,14.248900,1.534286,4,1
airport6,30,1.842105,11.736837,0.776547,4,1
airport81,30,1.105263,7.881270,0.729218,4,1
