instance,resultFixed,elapsedTimeFixed,totalSolveTimeFixed,totalTimeFixed,nvarsFixed,snvarsFixed,nconsFixed,snconsFixed,reduceTini
airport72,1.421053,0.601994,0.384624,0.986618,83172,7141,26528,26528,0
airport71,2.007519,0.598237,0.605845,1.204082,82960,6918,25280,25280,0
airport57,1001.578947,0.860336,0.599749,1.460085,118274,8804,32688,32688,2
airport66,1001.789474,0.758714,0.337456,1.096170,104605,7576,27457,27457,1
airport67,1002.629073,0.732290,0.690064,1.422354,100824,7892,29529,29529,1
airport59,1001.681704,0.793101,1.015972,1.809073,105139,7817,27885,27885,2
airport61,1001.105263,0.574301,0.409657,0.983958,79375,7047,25973,25973,2
airport65,1001.105263,0.943769,1.060252,2.004021,119946,9782,37115,37115,1
airport69,3.260652,0.572504,0.736377,1.308881,79515,7277,26941,26941,1
airport68,1001.315789,0.805777,0.438483,1.244260,109062,8168,29858,29858,1
airport75,1001.157895,0.731264,0.712437,1.443701,100392,7429,26762,26762,0
airport74,1002.293233,0.791739,0.928637,1.720376,109216,8547,31188,31188,0
airport5,1.681704,0.667008,0.801304,1.468312,92088,7540,27442,27442,2
airport70,1.872180,0.714955,1.597238,2.312193,98253,10065,40639,40639,0
airport77,3.260652,0.580462,0.973315,1.553777,80665,7878,30453,30453,0
airport73,0.761905,0.824951,0.835359,1.660310,113739,8356,30275,30275,0
airport60,1.105263,0.739102,1.160070,1.899172,100964,8762,33022,33022,2
airport76,1001.681704,0.745103,0.794829,1.539932,95592,8009,29620,29620,0
airport6,1.578947,0.805662,0.857689,1.663351,111780,9563,38312,38312,1
airport62,1001.210526,0.648103,0.437149,1.085252,87688,7787,29449,29449,2
airport72,1.315789,0.600463,0.384371,0.984834,83200,7169,26570,26570,1
airport78,2002.428571,0.693637,0.699387,1.393024,95938,8253,30914,30914,0
airport63,1003.260652,0.596187,0.673712,1.269899,82954,6803,24193,24193,2
airport64,1003.260652,0.571962,0.961578,1.533540,79454,7147,26438,26438,2
airport71,1.849624,0.709988,0.685276,1.395264,82984,6942,25316,25316,1
