metroplex19nDr0nDe2,30,4.157895,0.518286,0.144626,4,1
metroplex23nDr0nDe2,30,11.130326,0.625040,0.158118,4,1
metroplex14nDr0nDe2,30,5.694236,0.537777,0.139528,4,1
metroplex13nDr0nDe1,30,11.055138,0.600705,0.290331,4,2
metroplex10nDr0nDe2,30,4.944836,0.808970,0.170545,4,1
metroplex17nDr0nDe3,30,16.556391,1.194695,0.563918,7,4
metroplex20nDr0nDe1,30,3.310777,1.327069,0.185881,4,1
metroplex19nDr0nDe3,30,4.220551,1.554318,0.294274,4,1
metroplex17nDr0nDe2,30,4.421053,2.294091,0.330652,4,1
metroplex20nDr0nDe2,30,12.531328,2.472582,0.379715,4,1
metroplex13nDr0nDe2,30,134.067643,6.194652,2.749275,5,3
metroplex1nDr0nDe3,30,10.112782,3.114319,1.184633,4,2
airport13nDr0nDe1,30,1.305764,0.510125,0.067863,4,1
metroplex27nDr0nDe3,30,9.205514,3.488634,0.498618,4,1
metroplex27nDr0nDe1,30,3.954887,3.290688,1.292434,4,2
airport23nDr0nDe2,30,1.466165,1.110503,0.179263,4,1
airport14nDr0nDe2,30,1.518797,0.987534,0.145073,4,1
metroplex13nDr0nDe3,30,7.674185,3.873900,1.978427,4,2
metroplex1nDr0nDe1,30,11.250627,3.672292,1.913727,4,2
metroplex12nDr0nDe3,30,11.508772,3.306674,0.357858,5,1
metroplex22nDr0nDe3,30,14.957393,4.134312,2.357968,5,3
metroplex27nDr0nDe2,30,6.117794,5.546162,1.577818,6,2
metroplex0nDr0nDe1,30,3.298246,3.857784,3.015141,4,3
airport17nDr0nDe3,30,3.822055,0.729949,0.098224,4,1
metroplex17nDr0nDe1,30,2.904762,4.813445,0.392508,4,1
airport20nDr0nDe1,30,3.378446,0.837140,0.146934,4,1
metroplex22nDr0nDe1,30,4.476190,5.255888,2.705458,4,2
metroplex12nDr0nDe2,30,8.894737,6.884169,0.421052,6,1
metroplex14nDr0nDe3,30,9.300752,5.237039,0.804259,4,1
airport19nDr0nDe3,30,1.646617,0.715060,0.105311,4,1
grid14nDr0nDe2,30,2.842105,0.771099,0.157121,4,1
metroplex12nDr0nDe1,30,7.842105,7.303336,0.451727,9,1
grid13nDr0nDe1,30,5.932331,1.624864,1.598209,4,4
metroplex0nDr0nDe2,30,11.822055,7.683219,5.397116,4,3
metroplex18nDr0nDe1,30,5.147870,7.689577,3.111789,4,2
metroplex26nDr0nDe1,30,2.488722,6.437668,4.382567,4,3
metroplex22nDr0nDe2,30,4.661654,8.175642,0.525787,5,1
grid17nDr0nDe3,30,7.912281,1.663733,0.267089,4,1
metroplex11nDr0nDe1,30,15.468672,3.654344,1.863284,6,4
airport17nDr0nDe2,30,1.476190,2.637957,0.258949,4,1
grid20nDr0nDe1,30,3.375940,1.950665,0.234156,5,1
airport20nDr0nDe2,30,3.568922,0.902707,0.097433,4,1
metroplex26nDr0nDe2,30,14.857143,11.300418,11.239278,4,4
airport19nDr0nDe2,30,2.120301,7.818010,0.632931,4,1
airport27nDr0nDe1,30,1.075188,1.135486,0.142106,4,1
grid19nDr0nDe3,30,7.511278,6.052981,0.351099,5,1
airport27nDr0nDe3,30,2.754386,2.512967,0.242684,4,1
metroplex26nDr0nDe3,30,6.521303,13.190206,6.075921,4,2
airport10nDr0nDe2,30,1.115288,8.875731,0.962820,4,1
airport1nDr0nDe1,30,0.979950,1.097248,0.157484,4,1
airport13nDr0nDe2,30,3.832080,2.704629,0.260395,4,1
airport0nDr0nDe1,30,1.075188,0.679169,0.083125,4,1
grid20nDr0nDe2,30,10.180451,4.671447,0.445647,7,1
metroplex21nDr0nDe1,30,1.887218,16.819782,1.831487,4,1
metroplex29nDr0nDe1,30,3.090226,2.504339,1.071617,4,2
airport22nDr0nDe3,30,1.593985,2.731863,0.226689,4,1
grid17nDr0nDe2,30,6.481203,1.385783,0.288673,4,1
airport1nDr0nDe3,30,2.278195,7.355569,0.620370,4,1
grid27nDr0nDe1,30,3.769424,3.187182,1.240263,4,2
airport17nDr0nDe1,30,1.200501,0.624963,0.096035,4,1
metroplex28nDr0nDe3,30,13.598997,6.044064,3.064788,4,2
airport27nDr0nDe2,30,1.902256,4.129859,0.383777,4,1
metroplex15nDr0nDe3,30,7.957393,21.530387,10.179691,4,2
airport22nDr0nDe1,30,1.270677,1.931428,0.203127,4,1
grid13nDr0nDe2,30,6.686717,1.994025,0.318654,4,1
metroplex15nDr0nDe2,30,6.982456,20.328301,14.462860,4,3
metroplex25nDr0nDe2,30,9.150376,21.006145,16.884951,4,3
metroplex28nDr0nDe1,30,5.180451,11.369584,11.297015,4,4
metroplex19nDr0nDe1,30,4.165414,35.284649,25.311316,12,9
metroplex16nDr0nDe3,30,8.894737,22.194394,9.756201,4,2
airport29nDr0nDe1,30,1.295739,1.087422,0.116260,4,1
airport18nDr0nDe1,30,1.548872,0.506602,0.098391,4,1
grid0nDr0nDe1,30,3.498747,7.246672,0.458468,4,1
metroplex29nDr0nDe2,30,4.037594,2.648455,0.415966,4,1
airport12nDr0nDe3,30,2.157895,6.499569,0.497396,4,1
airport13nDr0nDe3,30,3.000000,12.184109,1.034356,4,1
metroplex18nDr0nDe3,30,12.428571,38.168775,3.163755,5,1
airport12nDr0nDe2,30,1.471178,6.954297,0.499257,4,1
grid22nDr0nDe3,30,4.969925,3.812684,1.591101,4,2
grid17nDr0nDe1,30,3.042607,8.108340,0.331657,7,1
airport22nDr0nDe2,30,1.581454,1.052658,0.102373,4,1
metroplex2nDr0nDe2,30,4.774436,1.749397,0.808729,4,2
